"If you'd like to discuss this decision, our team is here to help. Reply to this email or use the button above.","If you'd like to discuss this decision, our team is here to help. Reply to this email or use the button above."
"Your withdrawal request has been submitted — Order #%1","Your withdrawal request has been submitted — Order #%1"
"Your return request has been submitted","Your return request has been submitted"
"Hi %name, we've received your return request and are currently reviewing it. You'll hear back when we've inspected your return and processed your refund.","Hi %name, we've received your return request and are currently reviewing it. You'll hear back when we've inspected your return and processed your refund."
"Return number","Return number"
"Requested on","Requested on"
"We'll inspect your return and notify you once approved. Refunds are issued to your original payment method within 5–7 business days after approval.","We'll inspect your return and notify you once approved. Refunds are issued to your original payment method within 5–7 business days after approval."
"If you have any questions, our customer service team is here to help.","If you have any questions, our customer service team is here to help."
"Visit our help center","Visit our help center"
"If you did not initiate this request, contact us immediately at","If you did not initiate this request, contact us immediately at"
"Withdrawal receipt — Order #%1","Withdrawal receipt — Order #%1"
"Withdrawal receipt","Withdrawal receipt"
"Hi %name, this email is your durable-medium proof of withdrawal under Art. 11a Directive 2011/83/EU. Keep it for your records.","Hi %name, this email is your durable-medium proof of withdrawal under Art. 11a Directive 2011/83/EU. Keep it for your records."
"Submitted on","Submitted on"
"Your %store_name order confirmation","Your %store_name order confirmation"
"%customer_name,","%customer_name,"
"Thank you for your order from %store_name.","Thank you for your order from %store_name."
"Once your package ships we will send you a tracking number.","Once your package ships we will send you a tracking number."
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","You can check the status of your order by <a href=""%account_url"">logging into your account</a>."
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>","If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>"
"or call us at <a href=""tel:%store_phone"">%store_phone</a>","or call us at <a href=""tel:%store_phone"">%store_phone</a>"
"Our hours are <span class=""no-link"">%store_hours</span>.","Our hours are <span class=""no-link"">%store_hours</span>."
"Your Order <span class=""no-link"">#%increment_id</span>","Your Order <span class=""no-link"">#%increment_id</span>"
"Placed on <span class=""no-link"">%created_at</span>","Placed on <span class=""no-link"">%created_at</span>"
"Billing Info","Billing Info"
"Shipping Info","Shipping Info"
"Payment Method","Payment Method"
"Shipping Method","Shipping Method"
"%name,","%name,"
"Once your package ships we will send an email with a link to track your order.","Once your package ships we will send an email with a link to track your order."
"Your %store_name order has shipped","Your %store_name order has shipped"
"Your shipping confirmation is below. Thank you again for your business.","Your shipping confirmation is below. Thank you again for your business."
"Your Shipment #%shipment_id for Order #%order_id","Your Shipment #%shipment_id for Order #%order_id"
"Your digital content waiver is on file","Your digital content waiver is on file"
"Hi %name, you've consented to immediate digital delivery of the items below — this is your durable-medium copy of that consent (Art. 11a(4) CRD).","Hi %name, you've consented to immediate digital delivery of the items below — this is your durable-medium copy of that consent (Art. 11a(4) CRD)."
"View order","View order"
"Consented at","Consented at"
"Acknowledged at","Acknowledged at"
"Keep this email as your durable-medium record. The merchant has stored the SHA-256 hash of the legal text you accepted:","Keep this email as your durable-medium record. The merchant has stored the SHA-256 hash of the legal text you accepted:"
"Digital content waiver","Digital content waiver"
"We need your explicit consent before you can buy this digital item — please read both points carefully.","We need your explicit consent before you can buy this digital item — please read both points carefully."
"We log this consent with your IP and timestamp for our audit record.","We log this consent with your IP and timestamp for our audit record."
"Continue","Continue"
"Waiver could not be saved. Please retry.","Waiver could not be saved. Please retry."
"Enable for EU Withdrawal Lookup Form","Enable for EU Withdrawal Lookup Form"
"MageMe Extensions","MageMe Extensions"
"EU Withdrawal","EU Withdrawal"
"General","General"
"Enable Module","Enable Module"
"Activates frontend and cron jobs. Default: disabled. Complete the manual setup checklist before enabling.","Activates frontend and cron jobs. Default: disabled. Complete the manual setup checklist before enabling."
"Request Number Prefix","Request Number Prefix"
"Optional prefix prepended to the withdrawal request increment ID in customer-facing UI (e.g. ""RR-"" renders as ""RR-000000022""). Leave blank to show the plain padded number.","Optional prefix prepended to the withdrawal request increment ID in customer-facing UI (e.g. ""RR-"" renders as ""RR-000000022""). Leave blank to show the plain padded number."
"Default Contract Type","Default Contract Type"
"Frontend Route","Frontend Route"
"URL prefix used by the customer-facing withdrawal flow (e.g. <code>withdraw-contract</code> renders as <code>/withdraw-contract/...</code>). Lowercase letters, digits, dashes and underscores only.","URL prefix used by the customer-facing withdrawal flow (e.g. <code>withdraw-contract</code> renders as <code>/withdraw-contract/...</code>)."
"Withdrawal Period","Withdrawal Period"
"Delivery Confirmation Statuses","Delivery Confirmation Statuses"
"Pick one or more order statuses whose <em>transition</em> means the customer received the goods in your fulfillment workflow. The 14-day withdrawal window starts on the timestamp of the order's <em>earliest</em> transition into <em>any</em> of the selected statuses (Art. 9(2)(b) Directive 2011/83/EU). Multi-select supports merchants who use several ""delivered""-type statuses (e.g. <code>delivered</code> + <code>complete</code> + <code>delivered_partial</code>). Until the order reaches any of them, the right of withdrawal is open with no fixed deadline.","Pick one or more order statuses whose <em>transition</em> means the customer received the goods in your fulfillment workflow. The 14-day withdrawal window starts on the timestamp of the order's <em>earliest</em> transition into <em>any</em> of the selected statuses (Art. 9(2)(b) Directive 2011/83/EU). Multi-select supports merchants who use several ""delivered""-type statuses (e.g. <code>delivered</code> + <code>complete</code> + <code>delivered_partial</code>). Until the order reaches any of them, the right of withdrawal is open with no fixed deadline."
"Eligibility Rules (Art. 16 CRD Presets)","Eligibility Rules (Art. 16 CRD Presets)"
"Art. 16(c) Custom-Made Goods","Art. 16(c) Custom-Made Goods"
"Excludes products made to customer specifications or clearly personalised (e.g. engraved jewellery, made-to-measure clothing). <strong>Requires</strong> product attribute <code>is_custom_made = true</code>. If enabled, orders containing such items cannot be withdrawn — customers will see this when attempting to start withdrawal.","Excludes products made to customer specifications or clearly personalised (e.g. engraved jewellery, made-to-measure clothing). <strong>Requires</strong> product attribute <code>is_custom_made = true</code>. If enabled, orders containing such items cannot be withdrawn — customers will see this when attempting to start withdrawal."
"Art. 16(d) Perishable Goods","Art. 16(d) Perishable Goods"
"Excludes goods that can deteriorate or expire rapidly (fresh food, cut flowers, short-shelf-life pharmaceuticals). <strong>Requires</strong> product attribute <code>is_perishable = true</code>. Do not enable for all categories — apply it only to truly perishable SKUs, otherwise you will unlawfully deny valid withdrawals.","Excludes goods that can deteriorate or expire rapidly (fresh food, cut flowers, short-shelf-life pharmaceuticals). <strong>Requires</strong> product attribute <code>is_perishable = true</code>. Do not enable for all categories — apply it only to truly perishable SKUs, otherwise you will unlawfully deny valid withdrawals."
"Art. 16(e) Sealed Hygiene / Health","Art. 16(e) Sealed Hygiene / Health"
"Excludes sealed hygiene or health items <strong>only if the seal has been broken after delivery</strong> (cosmetics, intimate apparel, sealed medical supplies). <strong>Requires</strong> product attribute <code>is_sealed_hygiene = true</code>. The exclusion depends on a seal-check at the time of withdrawal (workflow in phase-04) — a sealed, unopened return remains eligible.","Excludes sealed hygiene or health items <strong>only if the seal has been broken after delivery</strong> (cosmetics, intimate apparel, sealed medical supplies). <strong>Requires</strong> product attribute <code>is_sealed_hygiene = true</code>. The exclusion depends on a seal-check at the time of withdrawal (workflow in phase-04) — a sealed, unopened return remains eligible."
"Art. 16(i) Sealed Audio / Video / Software","Art. 16(i) Sealed Audio / Video / Software"
"Excludes sealed audio recordings, video recordings, or sealed computer software <strong>only if the seal has been broken after delivery</strong>. <strong>Requires</strong> product attribute <code>is_sealed_av = true</code>. Same seal-check logic as Art. 16(e). Does not apply to streaming / digital-download content — use Art. 16(m) for those.","Excludes sealed audio recordings, video recordings, or sealed computer software <strong>only if the seal has been broken after delivery</strong>. <strong>Requires</strong> product attribute <code>is_sealed_av = true</code>. Same seal-check logic as Art. 16(e). Does not apply to streaming / digital-download content — use Art. 16(m) for those."
"Digital Content (Art. 16(m))","Digital Content (Art. 16(m))"
"Detection","Detection"
"Enable Digital Content Detection","Enable Digital Content Detection"
"Master switch for Art. 16(m) digital-content detection. When off, no product is recognised as digital, the checkout waiver step is not required, and the preset always allows withdrawal.","Master switch for Art. 16(m) digital-content detection. When off, no product is recognised as digital, the checkout waiver step is not required, and the preset always allows withdrawal."
"Detection Strategies","Detection Strategies"
"Which product-type heuristics trigger the digital-content waiver gate. Downloadable + virtual are safe defaults; bundle_contains_digital inspects bundle children; custom_attribute reads the EAV flag configured below.","Which product-type heuristics trigger the digital-content waiver gate. Downloadable + virtual are safe defaults; bundle_contains_digital inspects bundle children; custom_attribute reads the EAV flag configured below."
"Custom Attribute Code","Custom Attribute Code"
"EAV attribute code used <strong>only</strong> when <em>Custom attribute flag</em> is picked in <em>Detection strategies</em> above. Default: <code>is_digital_content</code> (boolean attribute, 1 = digital). Ignored otherwise.","EAV attribute code used <strong>only</strong> when <em>Custom attribute flag</em> is picked in <em>Detection strategies</em> above. Default: <code>is_digital_content</code> (boolean attribute, 1 = digital). Ignored otherwise."
"Checkout Step + Email","Checkout Step + Email"
"Enable Checkout Waiver Step","Enable Checkout Waiver Step"
"When on, carts that contain a detected digital item render the 2-checkbox waiver step at checkout. Has no effect unless <em>Detection → Enable digital content detection</em> is also on.","When on, carts that contain a detected digital item render the 2-checkbox waiver step at checkout. Has no effect unless <em>Detection → Enable digital content detection</em> is also on."
"Merchant BCC Address for Confirmation Emails","Merchant BCC Address for Confirmation Emails"
"Optional. Blind-copies the waiver-confirmation email to a merchant audit address. Leave blank to skip.","Optional. Blind-copies the waiver-confirmation email to a merchant audit address. Leave blank to skip."
"Mark Virtual-Only Items as Performance-Started on Confirmation","Mark Virtual-Only Items as Performance-Started on Confirmation"
"Virtual products have no download trigger. When on, the waiver confirmation email's dispatch counts as performance-start for virtual-only items.","Virtual products have no download trigger. When on, the waiver confirmation email's dispatch counts as performance-start for virtual-only items ."
"Confirmation Email Identity","Confirmation Email Identity"
"Per-Locale Waiver Text Overrides","Per-Locale Waiver Text Overrides"
"English (en_US)","English (en_US)"
"Consent Text","Consent Text"
"Right-Loss Acknowledgment Text","Right-Loss Acknowledgment Text"
"German (de_DE)","German (de_DE)"
"Finnish (fi_FI)","Finnish (fi_FI)"
"Dutch (nl_NL)","Dutch (nl_NL)"
"French (fr_FR)","French (fr_FR)"
"Italian (it_IT)","Italian (it_IT)"
"Spanish (es_ES)","Spanish (es_ES)"
"Polish (pl_PL)","Polish (pl_PL)"
"Portuguese (pt_PT)","Portuguese (pt_PT)"
"Danish (da_DK)","Danish (da_DK)"
"Swedish (sv_SE)","Swedish (sv_SE)"
"German — Austria (de_AT)","German — Austria (de_AT)"
"Swedish — Finland (sv_FI)","Swedish — Finland (sv_FI)"
"Dutch — Belgium (nl_BE)","Dutch — Belgium (nl_BE)"
"French — Belgium (fr_BE)","French — Belgium (fr_BE)"
"German — Belgium (de_BE)","German — Belgium (de_BE)"
"French — Luxembourg (fr_LU)","French — Luxembourg (fr_LU)"
"Pre-Contract Information (Art. 6(1)(h))","Pre-Contract Information (Art. 6(1)(h))"
"Enable Pre-Contract Disclosure","Enable Pre-Contract Disclosure"
"Master kill-switch. Disabled = block does not render and no display events are recorded. Disabling exposes the merchant to Art. 10 (12 month + 14 day extended withdrawal period). Default: enabled.","Master kill-switch. Disabled = block does not render and no display events are recorded. Disabling exposes the merchant to Art. 10 (12 month + 14 day extended withdrawal period). Default: enabled."
"Withdrawal Period (Days)","Withdrawal Period (Days)"
"Default 14 days per Art. 9(2). Extension allowed (e.g. 30, 100). Reduction below 14 is illegal — the field validates >=14 only when the module is enabled.","Default 14 days per Art. 9(2). Extension allowed (e.g. 30, 100). Reduction below 14 is illegal — the field validates >=14 only when the module is enabled."
"Return Address","Return Address"
"Where consumers send goods back. Leave empty to fall back to the store address from Stores → Configuration → General → General → Store Information.","Where consumers send goods back. Leave empty to fall back to the store address from Stores → Configuration → General → General → Store Information."
"Display In Checkout","Display In Checkout"
"Annex I Overrides Per Locale","Annex I Overrides Per Locale"
"Bulgarian (bg_BG)","Bulgarian (bg_BG)"
"Czech (cs_CZ)","Czech (cs_CZ)"
"Greek (el_GR)","Greek (el_GR)"
"Estonian (et_EE)","Estonian (et_EE)"
"Croatian (hr_HR)","Croatian (hr_HR)"
"Hungarian (hu_HU)","Hungarian (hu_HU)"
"Lithuanian (lt_LT)","Lithuanian (lt_LT)"
"Latvian (lv_LV)","Latvian (lv_LV)"
"Romanian (ro_RO)","Romanian (ro_RO)"
"Slovak (sk_SK)","Slovak (sk_SK)"
"Slovenian (sl_SI)","Slovenian (sl_SI)"
"Frontend","Frontend"
"Buttons","Buttons"
"Step 1 Button Label","Step 1 Button Label"
"<strong>⚠ Legal warning.</strong> Art. 11a(2) CRD requires the literal text ""withdraw from contract here"" <em>or a corresponding unambiguous formulation</em>. The default value (""Withdraw from contract here"") is the Directive's verbatim phrase. Per-locale translations are counsel-signed. <strong>Do not override unless you have received written advice from qualified consumer-law counsel in the target jurisdiction.</strong> Every override is recorded in the audit log.","<strong>⚠ Legal warning.</strong> Art. 11a(2) CRD requires the literal text ""withdraw from contract here"" <em>or a corresponding unambiguous formulation</em>. The default value (""Withdraw from contract here"") is the Directive's verbatim phrase. Per-locale translations are counsel-signed. <strong>Do not override unless you have received written advice from qualified consumer-law counsel in the target jurisdiction.</strong> Every override is recorded in the audit log."
"Step 2 Button Label (Confirmation)","Step 2 Button Label (Confirmation)"
"<strong>⚠ Legal warning.</strong> This is the label on the final confirmation button. Default (""Confirm withdrawal"") is counsel-signed. Per-locale translations are counsel-signed. Override only with written legal advice; overrides are audit-logged.","<strong>⚠ Legal warning.</strong> This is the label on the final confirmation button. Default (""Confirm withdrawal"") is counsel-signed. Per-locale translations are counsel-signed. Override only with written legal advice; overrides are audit-logged."
"Placements","Placements"
"Show Footer Link","Show Footer Link"
"Show in My Account","Show in My Account"
"Return Reasons","Return Reasons"
"Reasons","Reasons"
"List of reasons offered to the customer in the per-item dropdown. <strong>Code</strong> is the machine value (lowercase, snake_case, max 32 chars); <strong>Label</strong> is the visible text. Empty grid hides the dropdown entirely.","List of reasons offered to the customer in the per-item dropdown. <strong>Code</strong> (lowercase, snake_case, max 32 chars); <strong>Label</strong> is the visible text. Empty grid hides the dropdown entirely."
"Enable ""Other"" with Free Text","Enable ""Other"" with Free Text"
"When enabled, an ""Other"" option appears in the dropdown that reveals a free-text field (max 500 chars).","When enabled, an ""Other"" option appears in the dropdown that reveals a free-text field (max 500 chars)."
"Review Step","Review Step"
"Return Shipping Notice","Return Shipping Notice"
"Text shown on the Review & Confirm step (step 3). Example: ""You'll receive a prepaid shipping label in the confirmation email."" or ""Return shipping costs are paid by the customer."" Leave blank to hide the row.","Text shown on the Review & Confirm step (step 3). Example: ""You'll receive a prepaid shipping label in the confirmation email."" or ""Return shipping costs are paid by the customer."" Leave blank to hide the row."
"Return Policy URL","Return Policy URL"
"Optional link rendered next to the shipping notice (""View return policy""). Accepts absolute URLs or relative paths like ""return-policy"".","Optional link rendered next to the shipping notice (""View return policy""). Accepts absolute URLs or relative paths like ""return-policy""."
"Customer Notifications","Customer Notifications"
"All customer-facing emails sent by the module. Each email can be enabled/disabled, assigned a custom template (Marketing → Email Templates), and BCC'd to a merchant address. The shared <em>Branding</em> subgroup at the bottom controls the layout (USP strip, social links) used by every email below.","All customer-facing emails sent by the module. Each email can be enabled/disabled, assigned a custom template (Marketing → Email Templates), and BCC'd to a merchant address. The shared <em>Branding</em> subgroup at the bottom controls the layout (USP strip, social links) used by every email below."
"1. Submission Confirmation Email","1. Submission Confirmation Email"
"Enabled","Enabled"
"Email Template","Email Template"
"BCC Merchant","BCC Merchant"
"Comma-separated. Leave blank to disable.","Comma-separated. Leave blank to disable."
"2. Approval Email","2. Approval Email"
"3. Denial Email","3. Denial Email"
"4. Cancellation Email (Admin-Initiated)","4. Cancellation Email (Admin-Initiated)"
"5. Cancellation Email (Customer Self-Cancel)","5. Cancellation Email (Customer Self-Cancel)"
"6. Receipt Email (Durable Medium — Art. 11a(4))","6. Receipt Email (Durable Medium — Art. 11a(4))"
"Legally required durable-medium confirmation. Cannot be fully disabled (Art. 11a(4) Directive 2011/83/EU). Disabling here only stops the sender — the receipt is still generated and stored.","Legally required durable-medium confirmation. Cannot be fully disabled (Art. 11a(4) Directive 2011/83/EU). Disabling here only stops the sender — the receipt is still generated and stored."
"Send Email","Send Email"
"Comma-separated.","Comma-separated."
"Delivery Retry Attempts","Delivery Retry Attempts"
"Number of delivery attempts before a receipt is flagged as undelivered.","Number of delivery attempts before a receipt is flagged as undelivered."
"DLQ Alert Recipient","DLQ Alert Recipient"
"Notified when a receipt fails permanently. Falls back to Store Email Addresses → General Contact.","Notified when a receipt fails permanently. Falls back to Store Email Addresses → General Contact."
"7. Digital Waiver Confirmation Email (Art. 11a(4))","7. Digital Waiver Confirmation Email (Art. 11a(4))"
"Durable-medium copy of the customer's Art. 16(m) waiver, sent immediately after checkout when a digital item is in cart. Required by Art. 11a(4) Directive 2011/83/EU — keeps a tamper-evident record of the legal text the customer accepted.","Durable-medium copy of the customer's Art. 16(m) waiver, sent immediately after checkout when a digital item is in cart. Required by Art. 11a(4) Directive 2011/83/EU — keeps a tamper-evident record of the legal text the customer accepted."
"Comma-separated. Receives a copy of every confirmation for audit purposes.","Comma-separated. Receives a copy of every confirmation for audit purposes."
"Branding (Shared by All Emails Above)","Branding (Shared by All Emails Above)"
"Optional decoration of the customer-facing emails. Empty fields hide their respective rows. Brand wordmark, logo, support email, and store address are read from the standard Magento configuration tree (Stores → Configuration → General + Design → Transactional Emails).","Optional decoration of the customer-facing emails. Empty fields hide their respective rows. Brand wordmark, logo, support email, and store address are read from the standard Magento configuration tree (Stores → Configuration → General + Design → Transactional Emails)."
"USP Strip — Item 1","USP Strip — Item 1"
"Icon","Icon"
"Title","Title"
"Subtitle","Subtitle"
"USP Strip — Item 2","USP Strip — Item 2"
"USP Strip — Item 3","USP Strip — Item 3"
"Social Links","Social Links"
"Instagram URL","Instagram URL"
"X / Twitter URL","X / Twitter URL"
"Facebook URL","Facebook URL"
"YouTube URL","YouTube URL"
"Privacy & Retention","Privacy & Retention"
"Two-stage GDPR data lifecycle for the <code>mm_eu_withdrawal_request</code> table. Withdrawal requests carry both <em>personally identifiable</em> data (customer name, email, IP, user agent, admin notes, denial reasons) and a content hash that is the Art. 11a(4) <em>durable-medium</em> legal proof. The two have different mandatory retention periods, so we store them on the same row and age them out separately.","Two-stage GDPR data lifecycle for the <code>mm_eu_withdrawal_request</code> table. Withdrawal requests carry both <em>personally identifiable</em> data (customer name, email, IP, user agent, admin notes, denial reasons) and a content hash that is the Art. 11a(4) <em>durable-medium</em> legal proof. The two have different mandatory retention periods, so we store them on the same row and age them out separately."
"PII Retention (days)","PII Retention (days)"
"How long the <strong>personally identifiable columns</strong> stay on a row before the daily cron <strong>nullifies</strong> them: <code>customer_name</code>, <code>customer_email</code>, <code>customer_ip</code>, <code>user_agent</code>, <code>denial_reason</code>, <code>admin_note</code>. The row itself stays — only PII is wiped. Counted from the row's <code>created_at</code>.<br/><br/>
                        <strong>Default: 730 days (2 years).</strong> This is the floor — GDPR Art. 5(1)(e) (""storage limitation"") balanced against the statute of limitations for consumer-rights claims in most EU member states (1–2 years). Range: 730–3650 days.","How long the <strong>personally identifiable columns</strong> stay on a row before the daily cron <strong>nullifies</strong> them: <code>customer_name</code>, <code>customer_email</code>, <code>customer_ip</code>, <code>user_agent</code>, <code>denial_reason</code>, <code>admin_note</code>. The row itself stays — only PII is wiped. Counted from the row's <code>created_at</code>.<br/><br/>
                        <strong>Default: 730 days (2 years).</strong> This is the floor — GDPR Art. 5(1)(e) (""storage limitation"") balanced against the statute of limitations for consumer-rights claims in most EU member states (1–2 years). Range: 730–3650 days."
"Hash Retention (days)","Hash Retention (days)"
"How long the <strong>content hash</strong> (Art. 11a(4) durable-medium proof) stays. After PII has been wiped above, the row keeps only the SHA-256 hash + receipt timestamps until this period expires; then the cron <strong>deletes the whole row</strong>.<br/><br/>
                        <strong>Default: 2190 days (6 years).</strong> Matches the longest commercial-records retention obligation in EU member states (typically 6 years for accounting / VAT). Must be ≥ PII Retention. Range: 2190–3650 days.","How long the <strong>content hash</strong> (Art. 11a(4) durable-medium proof) stays. After PII has been wiped above, the row keeps only the SHA-256 hash + receipt timestamps until this period expires; then the cron <strong>deletes the whole row</strong>.<br/><br/>
                        <strong>Default: 2190 days (6 years).</strong> Matches the longest commercial-records retention obligation in EU member states (typically 6 years for accounting / VAT). Must be ≥ PII Retention. Range: 2190–3650 days."
"Append-only audit log of all withdrawal lifecycle events (GDPR Art. 5(2) accountability).
                    Personal data (IP, user agent, customer actor ID) is automatically nullified after the retention period.
                    The audit rows themselves are never deleted — only anonymised.","Append-only audit log of all withdrawal lifecycle events (GDPR Art. 5(2) accountability).
                    Personal data (IP, user agent, customer actor ID) is automatically nullified after the retention period.
                    The audit rows themselves are never deleted — only anonymised."
"Contract","Contract"
"Submitter","Submitter"
"Withdrawal submitted","Withdrawal submitted"
"Conditions, Time Limit and Procedures for Withdrawal","Conditions, Time Limit and Procedures for Withdrawal"
"Withdrawal Information v%1 — Issued %2","Withdrawal Information v%1 — Issued %2"
"Withdrawals","Withdrawals"
"Minimum %1 characters required.","Minimum %1 characters required."
"Failed to add note.","Failed to add note."
"Network error while adding note.","Network error while adding note."
"Exported Evidence","Exported Evidence"
"Pending Confirm","Pending Confirm"
"Sent","Sent"
"Failed Permanent","Failed Permanent"
"Failed Retry","Failed Retry"
"Eligible","Eligible"
"Excluded","Excluded"
"Action","Action"
"From","From"
"To","To"
"Admin Id","Admin Id"
"Order Id","Order Id"
"Request Id","Request Id"
"Item Count","Item Count"
"Rules Fired","Rules Fired"
"Topic","Topic"
"Message Id","Message Id"
"Email To Hash","Email To Hash"
"Attempts","Attempts"
"Viewed At","Viewed At"
"Referrer Host","Referrer Host"
"Enable \Other\"" with Free Text""","Enable \Other\"" with Free Text"""
"Optional legal template — not required to use; you can also exercise the right of withdrawal by any unequivocal statement.","Optional legal template — not required to use; you can also exercise the right of withdrawal by any unequivocal statement."
"Right of withdrawal","Right of withdrawal"
"You have 14 days from the day you receive your order to withdraw without giving any reason — full refund to your original payment method.","You have 14 days from the day you receive your order to withdraw without giving any reason — full refund to your original payment method."
"Some items may be excluded by law (perishable goods, custom-made items, sealed hygiene or audio/video products). We'll show you exactly what's eligible on the next page.","Some items may be excluded by law (perishable goods, custom-made items, sealed hygiene or audio/video products). We'll show you exactly what's eligible on the next page."
"Direct link — no login or account password required.","Direct link — no login or account password required."
"Art. 16(m) CRD exclusion — digital content where the customer has (1) given express prior consent to begin performance and (2) acknowledged that they lose the withdrawal right. Two switches: the <em>Detection</em> subgroup decides what counts as digital (master switch), the <em>Checkout step + Email</em> subgroup renders the 2-checkbox waiver UX and dispatches the confirmation email. Both must be ON for the feature to work end-to-end. Use this only for <strong>one-time digital purchases</strong> (ebooks, software installers, music files, games). Do <strong>not</strong> enable it for ongoing digital <strong>subscriptions or services</strong> (SaaS, streaming, hosted software) — EU case law (CJEU Sky, C-641/19) requires a different consent flow for those.","Art. 16(m) CRD exclusion — digital content where the customer has (1) given express prior consent to begin performance and (2) acknowledged that they lose the withdrawal right. Two switches: the <em>Detection</em> subgroup decides what counts as digital (master switch), the <em>Checkout step + Email</em> subgroup renders the 2-checkbox waiver UX and dispatches the confirmation email. Both must be ON for the feature to work end-to-end. Use this only for <strong>one-time digital purchases</strong> (ebooks, software installers, music files, games). Do <strong>not</strong> enable it for ongoing digital <strong>subscriptions or services</strong> (SaaS, streaming, hosted software) — EU case law (CJEU Sky, C-641/19) requires a different consent flow for those."
"Customer-facing UX for the withdrawal flow. Subgroups: <em>Buttons</em> (legal-critical labels), <em>Placements</em> (where to surface the link), <em>Return Reasons</em> (per-item dropdown), <em>Review Step</em> (content on step 3 of the flow).","Customer-facing UX for the withdrawal flow. Subgroups: <em>Buttons</em> (legal-critical labels), <em>Placements</em> (where to surface the link), <em>Return Reasons</em> (per-item dropdown), <em>Review Step</em> (content on step 3 of the flow)."
"Disable only if you deliver the durable-medium confirmation through a different channel.","Disable only if you deliver the durable-medium confirmation through a different channel."
"Disable only if you deliver the receipt through a different durable medium (postal mail, customer account download, etc.).","Disable only if you deliver the receipt through a different durable medium (postal mail, customer account download, etc.)."
"Empty fields fall through to the locale baseline. Any override value becomes part of the SHA-256 hash stored per consent event — changing a field after customers have consented does <strong>not</strong> retroactively invalidate prior consents.","Empty fields fall through to the locale baseline. Any override value becomes part of the SHA-256 hash stored per consent event — changing a field after customers have consented does <strong>not</strong> retroactively invalidate prior consents."
"Mandatory pre-contractual disclosure of the right of withdrawal. Displayed on the checkout payment step. Each display is logged forensically (Art. 10 defence). Snapshot of the rendered text is stored immutably (Art. 6(5)). <strong>Counsel review recommended before customising any Annex I text.</strong>","Mandatory pre-contractual disclosure of the right of withdrawal. Displayed on the checkout payment step. Each display is logged forensically (Art. 10 defence). Snapshot of the rendered text is stored immutably (Art. 6(5)). <strong>Counsel review recommended before customising any Annex I text.</strong>"
"Off = block hidden but display events still recorded server-side via predispatch fallback. Use only for sandbox testing. Default: on.","Off = block hidden but display events still recorded server-side via predispatch fallback. Use only for sandbox testing. Default: on."
"Optional URLs rendered as round monogram badges in the email footer. Leave blank to hide.","Optional URLs rendered as round monogram badges in the email footer. Leave blank to hide."
"Sent when a customer cancels their own pending withdrawal.","Sent when a customer cancels their own pending withdrawal."
"Sent when a customer completes the withdrawal form.","Sent when a customer completes the withdrawal form."
"Sent when an admin approves a withdrawal request.","Sent when an admin approves a withdrawal request."
"Sent when an admin cancels a withdrawal request on the customer's behalf.","Sent when an admin cancels a withdrawal request on the customer's behalf."
"Sent when an admin denies a withdrawal request.","Sent when an admin denies a withdrawal request."
"These presets exclude specific product categories from the 14-day withdrawal right, per Art. 16 CRD. Each rule is OFF by default — enable only after confirming the corresponding product attribute is set correctly on your catalog.","These presets exclude specific product categories from the 14-day withdrawal right, per Art. 16 CRD. Each rule is OFF by default — enable only after confirming the corresponding product attribute is set correctly on your catalog."
"e.g. ""EU orders above €50""","e.g. ""EU orders above €50"""
"e.g. ""Free delivery""","e.g. ""Free delivery"""
"Admin Notifications","Admin Notifications"
"Internal alerts to your team. Independent of the per-email <em>BCC Merchant</em> checkboxes under <em>Customer Notifications</em> below — if you enable both, you will receive two emails per request.","Internal alerts to your team. Independent of the per-email <em>BCC Merchant</em> checkboxes under <em>Customer Notifications</em> below — if you enable both, you will receive two emails per request."
"1. New Request Alert","1. New Request Alert"
"Sent the moment a customer completes the two-step withdrawal flow.","Sent the moment a customer completes the two-step withdrawal flow."
"Recipient Email(s)","Recipient Email(s)"
"BCC","BCC"
"New Withdrawal Request","New Withdrawal Request"
"A new withdrawal request was just submitted.","A new withdrawal request was just submitted."
"Request:","Request:"
"Order:","Order:"
"Customer:","Customer:"
"Refund Total:","Refund Total:"
"[Withdrawal] New request %request_increment_id · Order #%order_increment_id · %refund_total","[Withdrawal] New request %request_increment_id · Order #%order_increment_id · %refund_total"
"Anonymised","Anonymised"
"Audit","Audit"
"Cancel Order","Cancel Order"
"Confirmation Email (Art. 11a(4))","Confirmation Email (Art. 11a(4))"
"Detection (Art. 16(m))","Detection (Art. 16(m))"
"Digital Waiver (Art. 16(m))","Digital Waiver (Art. 16(m))"
"Email Identity","Email Identity"
"ID","ID"
"Integrity hash","Integrity hash"
"Pre-Contract Proof","Pre-Contract Proof"
"Verify this receipt","Verify this receipt"
"Withdrawal Window","Withdrawal Window"
"I expressly consent to begin performance of the digital content before the withdrawal period expires.","I expressly consent to begin performance of the digital content before the withdrawal period expires."
"I acknowledge that by giving this consent I lose my right of withdrawal once performance has begun (Art. 16(m) CRD).","I acknowledge that by giving this consent I lose my right of withdrawal once performance has begun (Art. 16(m) CRD)."
